conversation_history	query	rewrited_query	answer	unique_idx	refered_turn	candidates
"['turn 1: Might you seize an image of the current scene? -> All set—image captured and saved to content://camera_app/photos/98765.', 'turn 2: Display content://camera_app/photos/98765 -> Displaying the captured image for you.', 'turn 3: I want to use the document picker to select a PDF for some editing tasks. -> Here’s the file chooser—go ahead and pick the PDF you’d like to edit.', ""turn 4: Create a new PDF document called EditableVersion.pdf -> Your PDF 'EditableVersion.pdf' has been successfully created at content://documents/EditableVersion.pdf.""]"	Show me that captured image	Display content://codes/barcode/bar_001.png	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://camera_app/photos/98765'}}	ACTION_IMAGE_CAPTURE-339-ACTION_OPEN_CONTENT-1-ACTION_OPEN_DOCUMENT-1_NR-ACTION_CREATE_DOCUMENT-1-ACTION_OPEN_CONTENT-1	1	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_CONTENT', 'ACTION_EDIT_VIDEO', 'ACTION_EDIT_DOCUMENT']
['turn 1: Please take a photo and let the system decide where to save it. -> Got it. Photo taken and stored at content://media/internal/photos/IMG_20230615_100200.jpg.', 'turn 2: Select a personal contact entry from my list. -> Personal contacts shown. You chose content://contacts/people/27.', 'turn 3: Add an address to content://contacts/people/27: 123 Maple Street, Springfield -> Address added: 123 Maple Street, Springfield. (content://contacts/people/27)', 'turn 4: Can you find 123 Maple Street, Springfield on a map? -> Here’s 123 Maple Street, Springfield on the map.']	Open that photo for me	Play content://music/track02.mp3.	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://media/internal/photos/IMG_20230615_100200.jpg'}}	ACTION_IMAGE_CAPTURE-370-ACTION_PICK-1_NR-ACTION_EDIT_CONTACT-1-search_location-1-ACTION_OPEN_CONTENT-1	1	['ACTION_SET_ALARM', 'ACTION_OPEN_CONTENT', 'ACTION_EDIT_DOCUMENT', 'ACTION_SET_TIMER', 'ACTION_GET_RINGTONE']
"['turn 1: Shoot and let the app handle file location. -> Shot fired! Image stored at content://camera_roll/IMG_7890.png.', ""turn 2: Please retrieve a mobile phone number from my contacts for me. -> Here's the mobile number you picked: content://contacts/phone/89"", 'turn 3: Call content://contacts/phone/89 -> Dialing content://contacts/phone/89...', 'turn 4: Can you display my recent calls? -> Here’s your most recent call list:\n• +1-234-567-8901 (Incoming) – Today, 11:10\xa0AM\n• +1-098-765-4321 (Missed) – Yesterday, 9:05\xa0PM\n• +1-321-654-9870 (Outgoing) – June\xa09, 3:30\xa0PM']"	Show me that photo	Open content://media/internal/photos/IMG_20230615_100200.jpg for me	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://camera_roll/IMG_7890.png'}}	ACTION_IMAGE_CAPTURE-372-ACTION_PICK-1_NR-dial-1-ACTION_VIEW_CALL_LOG-1-ACTION_OPEN_CONTENT-1	1	['ACTION_EDIT_VIDEO', 'ACTION_VIDEO_CAPTURE', 'play_video', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_OPEN_CONTENT']
['turn 1: Photograph this bar code and store at content://codes/barcode/bar_001.png -> Barcode photo taken—find it at content://codes/barcode/bar_001.png.', 'turn 2: Please launch LinkedIn so I can update my professional profile. -> LinkedIn launched—ready for your profile updates.', 'turn 3: Start the video camera app immediately so I can record something. -> Video app opened. You’re all set to record!', 'turn 4: Capture the video camera app now. -> Video camera is open and recording. Let’s get that footage!']	Display that barcode image	Show me content://camera_roll/IMG_7890.png	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://codes/barcode/bar_001.png'}}	ACTION_IMAGE_CAPTURE-374-launch_application-1_NR-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIDEO_CAPTURE-1-ACTION_OPEN_CONTENT-1	1	['ACTION_VIEW_PLAYLIST', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_EVENT', 'ACTION_IMAGE_CAPTURE', 'send_email']
"['turn 1: Please take a photo and let the system decide where to save it. -> Got it. Photo taken and stored at content://media/internal/photos/IMG_20230615_100200.jpg.', 'turn 2: Select a personal contact entry from my list. -> Personal contacts shown. You chose content://contacts/people/27.', ""turn 3: Can you display content://contacts/people/27's full information? -> Here you go: displaying full contact profile from content://contacts/people/27."", ""turn 4: Edit content://contacts/people/27 to update content://contacts/people/27's phone number to 555-1234 -> Phone number updated to 555-1234 for content://contacts/people/27.""]"	Open that saved picture	Preview content://media/external/images/media/12345	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://media/internal/photos/IMG_20230615_100200.jpg'}}	ACTION_IMAGE_CAPTURE-370-ACTION_PICK-1_NR-ACTION_VIEW_CONTACT-1-ACTION_EDIT_CONTACT-1-ACTION_OPEN_CONTENT-1	1	['dial', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_OPEN_CONTENT', 'ACTION_INSERT_CONTACT']
"['turn 1: Launch the camera interface and snap a photo. -> Okay, picture taken! You can find it at content://media/external/images/media/12345.', 'turn 2: Show me content://media/external/images/media/12345 -> Here’s the photo you snapped—bringing it up now.', ""turn 3: Email content://media/external/images/media/12345 to design@company.com with the message 'Looks good' -> Email successfully sent to design@company.com with your photo and note."", ""turn 4: Let me see the emails I just sent -> Just sent: to design@company.com – 'Looks good'.""]"	Preview that image	Open content://media/internal/photos/IMG_20230615_100200.jpg	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://media/external/images/media/12345'}}	ACTION_IMAGE_CAPTURE-337-ACTION_OPEN_CONTENT-1-send_email-1-ACTION_VIEW_SENT_EMAILS-1-ACTION_OPEN_CONTENT-1	1	['ACTION_VIEW_WEB_HISTORY', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_EDIT_VIDEO', 'ACTION_OPEN_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
['turn 1: Press camera shutter and save the image to content://photos/app_saved/new_photo.jpeg -> Done! Your photo is now stored at content://photos/app_saved/new_photo.jpeg.', 'turn 2: Let me see content://photos/app_saved/new_photo.jpeg -> Got it—here’s your new photo.', 'turn 3: Could you fetch the phone information from /contacts/amy_2023? -> Amy’s phone number (from /contacts/amy_2023) is 314-159-2653.', 'turn 4: Make a call to 314-159-2653 -> Calling 314-159-2653...']	Open that image file.	Email content://documents/canvas.bmp to artist@example.com with subject 'New Canvas'	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://photos/app_saved/new_photo.jpeg', 'mime_type': 'image/jpeg'}}	ACTION_IMAGE_CAPTURE-340-ACTION_OPEN_CONTENT-1-get_contact_info-1_NR-dial-1-ACTION_OPEN_CONTENT-1	1	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_CONTENT', 'ACTION_GET_RINGTONE', 'ACTION_VIEW_PLAYLIST', 'ACTION_EDIT_VIDEO']
"['turn 1: Please take a photo and let the system decide where to save it. -> Got it. Photo taken and stored at content://media/internal/photos/IMG_20230615_100200.jpg.', 'turn 2: Select a personal contact entry from my list. -> Personal contacts shown. You chose content://contacts/people/27.', 'turn 3: Add an address to content://contacts/people/27: 123 Maple Street, Springfield -> Address added: 123 Maple Street, Springfield. (content://contacts/people/27)', ""turn 4: Send content://contacts/people/27 a message saying 'Your new address has been saved successfully.' -> Message delivered to content://contacts/people/27 about the new address.""]"	Let me see that recent photo.	Open content://photos/app_saved/new_photo.jpeg	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://media/internal/photos/IMG_20230615_100200.jpg'}}	ACTION_IMAGE_CAPTURE-370-ACTION_PICK-1_NR-ACTION_EDIT_CONTACT-1-send_message-1-ACTION_OPEN_CONTENT-1	1	['ACTION_CREATE_DOCUMENT', 'ACTION_EDIT_ALARM', 'ACTION_PICK', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_PLAYLIST']
"['turn 1: Create an XML config file named settings.xml. -> Your XML file settings.xml is now available at content://documents/settings.xml.', 'turn 2: Boot up the digital camera app for taking a static image. -> Still image camera is up. Ready to shoot.', 'turn 3: Show me the photo I just captured -> Photo you captured moments ago: content://temp/photo131.jpg', ""turn 4: Create a new image/jpeg document for content://temp/photo131.jpg named PhotoCopy131.jpg -> All set! Your copy 'PhotoCopy131.jpg' has been created at content://documents/PhotoCopy131.jpg.""]"	Email that XML file to devops@example.com with body 'Please review the new settings.'	Send content://documents/DraftPage.html to editor@blog.com with subject 'DraftPage for Review'	{'plan': 'send_email', 'arguments': {'to': 'devops@example.com', 'body': 'Please review the new settings.', 'attachments': ['content://documents/settings.xml']}}	ACTION_CREATE_DOCUMENT-14-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_CREATE_DOCUMENT-1-send_email-1	1	['ACTION_EDIT_VIDEO', 'send_email', 'ACTION_CREATE_DOCUMENT', 'ACTION_INSERT_CONTACT', 'get_contact_info_from_uri']
"[""turn 1: Please create a BMP image named canvas.bmp. -> Your BMP image 'canvas.bmp' has been saved. Access it via content://documents/canvas.bmp"", ""turn 2: Show me content://documents/canvas.bmp -> Displaying BMP image 'canvas.bmp' at content://documents/canvas.bmp."", ""turn 3: I need to choose a person's email address from my contacts. -> All set! Email selected: content://contacts/email/12"", ""turn 4: Set up a reminder for 'Book Club Discussion'. It is a group discussion about the monthly book pick with no particular location. Please schedule it from 1701600000000 to 1701603600000. -> All set! Event 'Book Club Discussion' added to your calendar from 1701600000000 to 1701603600000. You can view it here: content://calendar/event/201""]"	Email that image to artist@example.com with subject 'New Canvas'	Please email content://documents/ProfilePic.jpg to team@social.com with body 'Check out this new profile picture'	{'plan': 'send_email', 'arguments': {'to': 'artist@example.com', 'subject': 'New Canvas', 'attachments': ['content://documents/canvas.bmp']}}	ACTION_CREATE_DOCUMENT-34-ACTION_OPEN_CONTENT-1-ACTION_PICK-1_NR-ACTION_INSERT_EVENT-1_NR-send_email-1	1	['ACTION_VIEW_CALL_LOG', 'ACTION_NAVIGATE_TO_LOCATION', 'play_video', 'send_email', 'ACTION_SET_RINGTONE']
"['turn 1: Create an XML config file named settings.xml. -> Your XML file settings.xml is now available at content://documents/settings.xml.', 'turn 2: Boot up the digital camera app for taking a static image. -> Still image camera is up. Ready to shoot.', ""turn 3: Let's take a shot -> Photo taken! It's available at content://camera/captures/2024-06-01_001.jpg"", 'turn 4: Turn on the camera app to capture a still image. -> Still image camera launched successfully. Feel free to snap your picture.']"	Send that XML file to dev-team@example.com	Share content://documents/ProfilePic.jpg with bob@example.com and include 'Here is my new profile picture' in the email body	{'plan': 'send_email', 'arguments': {'to': 'dev-team@example.com', 'attachments': ['content://documents/settings.xml']}}	ACTION_CREATE_DOCUMENT-14-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_IMAGE_CAPTURE-1-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-send_email-1	1	['open_settings', 'ACTION_SET_ALARM', 'ACTION_VIEW_EVENT', 'send_email', 'web_search']
"['turn 1: Please generate a JPEG image and call it ProfilePic.jpg. -> Your JPEG image “ProfilePic.jpg” is all set at content://documents/ProfilePic.jpg.', ""turn 2: I would like to film something. Could you open my phone's video camera? -> Your phone’s video camera is active—start recording anytime."", 'turn 3: Record and save to content://mygallery/video1.mp4. -> Great! Your video has been captured and saved at content://mygallery/video1.mp4.', 'turn 4: Extract the segment from 5 seconds to 25 seconds and mute content://mygallery/video1.mp4 -> Here’s the segment you requested from 5s to 25s, with audio muted: content://mygallery/video1_clip.mp4.']"	Share that image file with bob@example.com and include 'Here is my new profile picture' in the email body	Send content://documents/settings.xml to dev-team@example.com	{'plan': 'send_email', 'arguments': {'to': 'bob@example.com', 'body': 'Here is my new profile picture', 'attachments': ['content://documents/ProfilePic.jpg']}}	ACTION_CREATE_DOCUMENT-20-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIDEO_CAPTURE-1-ACTION_EDIT_VIDEO-1-send_email-1	1	['ACTION_IMAGE_CAPTURE', 'ACTION_SHOW_TIMERS', 'ACTION_SHOW_ALARMS', 'send_email', 'ACTION_EDIT_CONTACT']
['turn 1: I want to save a draft web page as DraftPage.html. -> DraftPage.html is ready for you at content://documents/DraftPage.html.', 'turn 2: Could you activate the still photo camera on my phone? -> Still photo camera is now running—ready to click!', 'turn 3: I need to check what timers are still ticking. Could you display them? -> Currently ticking timers: [8 minutes – Laundry, 20 minutes – Team meeting reminder]', 'turn 4: Begin a 15-minute timer for stretch break and skip the UI of the 15-minute timer for stretch break -> 15-minute stretch break timer started immediately, skipping the UI.']	Send that draft web page to editor@blog.com with subject 'DraftPage for Review'	Email content://documents/settings.xml to devops@example.com with body 'Please review the new settings.'	{'plan': 'send_email', 'arguments': {'to': 'editor@blog.com', 'subject': 'DraftPage for Review', 'attachments': ['content://documents/DraftPage.html']}}	ACTION_CREATE_DOCUMENT-12-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_SHOW_TIMERS-1_NR-ACTION_SET_TIMER-1-send_email-1	1	['ACTION_EDIT_VIDEO', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'dial', 'ACTION_INSERT_CONTACT', 'send_email']
"['turn 1: Please generate a JPEG image and call it ProfilePic.jpg. -> Your JPEG image “ProfilePic.jpg” is all set at content://documents/ProfilePic.jpg.', ""turn 2: I would like to film something. Could you open my phone's video camera? -> Your phone’s video camera is active—start recording anytime."", 'turn 3: Choose a video clip for immediate sharing -> Sure thing! Here’s the clip ready to share: content://temp/shared_video.mp4', 'turn 4: Trim content://temp/shared_video.mp4 from 10 seconds to 40 seconds -> Done trimming from 0:10 to 0:40. Your clip is at content://temp/shared_video_10-40s.mp4.']"	Please email that JPEG to team@social.com with body 'Check out this new profile picture'	Email content://documents/DraftDeck.pptx to manager@example.com with subject 'Draft Deck Review' and in the message say 'Please review the attached draft'	{'plan': 'send_email', 'arguments': {'to': 'team@social.com', 'body': 'Check out this new profile picture', 'attachments': ['content://documents/ProfilePic.jpg']}}	ACTION_CREATE_DOCUMENT-20-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_EDIT_VIDEO-1-send_email-1	1	['send_email', 'ACTION_VIEW_RECENT_APPS', 'ACTION_EDIT_CONTACT', 'get_contact_info', 'ACTION_GET_CONTENT']
"[""turn 1: I'd like to create a new PowerPoint slide deck titled DraftDeck.pptx. -> DraftDeck.pptx is ready! You can find it here: content://documents/DraftDeck.pptx."", 'turn 2: Add a title slide and a summary slide to content://documents/DraftDeck.pptx. -> Done! DraftDeck.pptx now includes a title slide and a summary slide. You can edit it at content://documents/DraftDeck.pptx.', 'turn 3: I want to choose more than one image at once. Please open a multi-select dialog for images. -> Here’s the multi-select image picker—feel free to pick all the photos you want.', 'turn 4: I want to take a photo. Launch my still camera. -> Still image camera opened. You can start taking photos now.']"	Email that slide deck to manager@example.com with subject 'Draft Deck Review' and in the message say 'Please review the attached draft'	Let me see content://media/internal/photos/IMG_20230615_100200.jpg	{'plan': 'send_email', 'arguments': {'to': 'manager@example.com', 'subject': 'Draft Deck Review', 'body': 'Please review the attached draft', 'attachments': ['content://documents/DraftDeck.pptx']}}	ACTION_CREATE_DOCUMENT-16-ACTION_EDIT_DOCUMENT-1-ACTION_OPEN_DOCUMENT-1_NR-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-send_email-1	1	['play_video', 'send_email', 'ACTION_SET_TIMER', 'ACTION_GET_CONTENT', 'ACTION_VIEW_WEB_HISTORY']
"[""turn 1: I want a WAV audio file titled audio_sample.wav. -> I've created your WAV file 'audio_sample.wav'. You can open it at content://documents/audio_sample.wav"", ""turn 2: Play content://documents/audio_sample.wav -> Now playing 'audio_sample.wav' from content://documents/audio_sample.wav."", 'turn 3: Could you pull up an email address from my directory? -> I’ve got an email address for you: content://contacts/email/8', 'turn 4: Update the name of content://contacts/email/8 to Elizabeth Taylor -> All done! The name for content://contacts/email/8 is now Elizabeth Taylor.']"	Email that audio clip to soundteam@example.com with subject 'Audio Sample' and include in the body 'Here is the WAV file'	Email content://documents/settings.xml to admin@example.com with subject 'Settings File' and body 'Please review the configuration settings.'	{'plan': 'send_email', 'arguments': {'to': 'soundteam@example.com', 'subject': 'Audio Sample', 'body': 'Here is the WAV file', 'attachments': ['content://documents/audio_sample.wav']}}	ACTION_CREATE_DOCUMENT-35-ACTION_OPEN_CONTENT-1-ACTION_PICK-1_NR-ACTION_EDIT_CONTACT-1-send_email-1	1	['ACTION_VIEW_SENT_MESSAGES', 'send_email', 'ACTION_GET_CONTENT', 'play_music', 'ACTION_EDIT_VIDEO']
